Player,Nation,Squad,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Position
Perr Schuurs,NED,Torino,23,1999,9,770,86,22.5,8.6,9,86,8,0,,0,1.00,6,9,-3,-0.35,-0.45,6.2,9.4,-3.2,-0.37,-0.49,DF
Simone Scuffet,ITA,Cagliari,27,1996,31,2789,90,81.5,31.0,31,90,30,0,,7,1.10,40,55,-15,-0.48,+1.08,37.4,43.7,-6.3,-0.20,+0.54,GK
Demba Seck,SEN,Torino,22,2001,9,425,47,12.4,4.7,5,75,0,4,13,9,1.33,4,5,-1,-0.21,-0.24,4.0,5.3,-1.4,-0.29,-0.34,MF
Demba Seck,SEN,Frosinone,22,2001,11,298,27,8.7,3.3,3,63,0,8,14,4,0.45,4,8,-4,-1.21,-0.60,6.0,8.6,-2.6,-0.79,-0.52,FW
Jacopo Seghetti,ITA,Empoli,18,2005,0,,,,,0,,0,0,,10,,,,,,,,,,,,GK
Nikola Sekulov,ITA,Juventus,21,2002,1,11,11,0.3,0.1,0,,0,1,11,0,0.00,0,1,-1,-8.18,-8.82,0.0,0.2,-0.2,-1.44,-2.10,FW
Vivaldo Semedo,POR,Udinese,18,2005,1,12,12,0.4,0.1,0,,0,1,12,3,1.00,0,0,0,0.00,+0.42,0.0,0.0,0.0,0.00,+0.26,FW
Fallou Sene,SEN,Fiorentina,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,FW
Stefano Sensi,ITA,Inter,27,1995,4,46,12,1.3,0.5,0,,0,4,12,23,3.00,4,0,+4,+7.83,+6.15,1.4,0.8,+0.7,+1.31,+0.07,MF
Luigi Sepe,ITA,Lazio,32,1991,0,,,,,0,,0,0,,33,,,,,,,,,,,,GK
Suat Serdar,GER,Hellas Verona,26,1997,25,1659,66,48.5,18.4,19,80,11,6,25,9,1.08,18,26,-8,-0.43,-0.18,19.2,23.6,-4.4,-0.24,+0.09,MF
Andres Sfait,ROU,Salernitana,18,2004,2,23,12,0.7,0.3,0,,0,2,12,16,0.50,2,0,+2,+7.83,+9.18,0.8,0.5,+0.3,+1.30,+2.47,DF
Stephan El Shaarawy,ITA,Roma,30,1992,33,1738,53,50.8,19.3,19,76,5,14,20,5,1.58,36,26,+10,+0.52,+0.04,26.5,22.6,+3.9,+0.20,-0.10,FW
Eldor Shomurodov,UZB,Cagliari,28,1995,22,936,43,27.4,10.4,10,67,0,12,22,5,1.00,12,23,-11,-1.06,-0.51,13.0,16.0,-3.0,-0.29,+0.03,FW
Steven Shpendi,ALB,Empoli,20,2003,12,411,34,12.0,4.6,4,67,0,8,18,25,0.67,3,8,-5,-1.09,-0.50,5.7,6.0,-0.3,-0.06,+0.43,FW
Diego Sia,ITA,Milan,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,FW
Jonathan Silva,BRA,Torino,19,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,,MF
Marco Silvestri,ITA,Udinese,32,1991,17,1530,90,44.7,17.0,17,90,17,0,,16,0.82,15,28,-13,-0.76,-0.62,20.0,24.6,-4.6,-0.27,-0.01,GK
Giovanni Simeone,ARG,Napoli,28,1995,28,800,29,23.4,8.9,8,65,1,20,14,9,1.32,12,12,0,0.00,-0.24,14.6,7.6,+7.0,+0.79,+0.24,FW
Player,,Squad,Ag,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Po
Jan-Carlo Simic,SRB,Milan,18,2005,4,146,37,4.3,1.6,0,,0,4,37,13,2.50,3,1,+2,+1.23,+0.55,3.1,2.1,+1.0,+0.60,+0.06,DF
Leo Skiri Østigård,NOR,Napoli,23,1999,25,1625,65,47.5,18.1,18,85,16,7,14,11,1.38,29,23,+6,+0.33,+0.28,28.1,17.3,+10.9,+0.60,-0.01,DF
Łukasz Skorupski,POL,Bologna,32,1991,32,2880,90,84.2,32.0,32,90,32,0,,6,1.72,44,29,+15,+0.47,-0.70,40.0,31.8,+8.2,+0.26,-0.19,GK
Zinedin Smajlovic,SWE,Lecce,19,2003,0,,,,,0,,0,0,,14,,,,,,,,,,,,DF
Chris Smalling,ENG,Roma,33,1989,8,390,49,11.4,4.3,4,80,2,4,17,7,2.00,8,8,0,0.00,-0.56,6.1,3.9,+2.2,+0.51,+0.29,DF
Andrea Sodero,ITA,Empoli,18,2004,1,5,5,0.1,0.1,0,,0,1,5,0,0.00,0,0,0,0.00,+0.66,0.1,0.0,+0.1,+1.79,+2.23,MF
Ola Solbakken,NOR,Roma,24,1998,1,23,23,0.7,0.3,0,,0,1,23,1,0.00,0,0,0,0.00,-0.50,0.2,0.0,+0.2,+0.78,+0.53,FW
Daniele Sommariva,ITA,Genoa,26,1997,1,5,5,0.1,0.1,0,,0,1,5,36,3.00,0,0,0,0.00,0.00,0.5,0.2,+0.3,+5.86,+6.06,GK
Yann Sommer,SUI,Inter,34,1988,34,3060,90,89.5,34.0,34,90,34,0,,3,2.56,81,19,+62,+1.82,+0.57,69.8,27.7,+42.2,+1.24,+0.01,GK
Brandon Soppy,FRA,Torino,21,2002,5,178,36,5.2,2.0,2,69,0,3,13,6,1.60,0,0,0,0.00,0.00,2.3,1.1,+1.2,+0.60,+0.62,DF
Alessandro Sorrentino,ITA,Monza,21,2002,7,548,78,16.0,6.1,5,90,5,2,49,31,1.00,8,16,-8,-1.31,-1.19,8.1,11.6,-3.5,-0.57,-0.15,GK
Joaquin Sosa,URU,Bologna,21,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,DF
Riccardo Sottil,ITA,Fiorentina,24,1999,22,1103,50,32.3,12.3,13,70,1,9,21,10,1.41,20,12,+8,+0.65,+0.38,18.2,14.4,+3.8,+0.31,+0.32,FW
Matìas Soulé,ARG,Frosinone,20,2003,36,3121,87,91.3,34.7,36,87,17,0,,0,0.89,40,62,-22,-0.63,+0.27,40.1,49.8,-9.7,-0.28,+0.40,FW
Matìas Soulé,ARG,Juventus,20,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,FW
Adama Soumaoro,FRA,Bologna,31,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,DF
Djed Spence,ENG,Genoa,22,2000,16,859,54,25.1,9.5,8,79,6,8,29,2,1.63,10,9,+1,+0.10,+0.14,9.1,11.7,-2.6,-0.27,-0.11,DF
Leonardo Spinazzola,ITA,Roma,30,1993,24,1312,55,38.4,14.6,15,72,4,9,27,6,1.63,27,18,+9,+0.62,+0.19,20.0,13.8,+6.2,+0.43,+0.29,DF
Marco Sportiello,ITA,Milan,31,1992,7,630,90,18.4,7.0,7,90,7,0,,19,1.71,16,11,+5,+0.71,0.00,14.2,7.5,+6.7,+0.96,+0.51,GK
Giacomo Stabile,ITA,Inter,18,2005,0,,,,,0,,0,0,,8,,,,,,,,,,,,DF
Aleksandar Stanković,SRB,Inter,17,2005,0,,,,,0,,0,0,,11,,,,,,,,,,,,FW
Trivante Stewart,JAM,Salernitana,23,2000,4,100,25,2.9,1.1,0,,0,4,25,6,0.25,2,6,-4,-3.60,-2.38,1.8,4.2,-2.4,-2.14,-1.01,FW
Petar Stojanović,SVN,Empoli,27,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,DF
Gabriel Strefezza,BRA,Lecce,26,1997,19,1112,59,32.5,12.4,13,75,2,6,22,2,1.05,9,18,-9,-0.73,-0.22,11.9,19.0,-7.1,-0.57,-0.45,FW
Kevin Strootman,NED,Genoa,33,1990,27,1207,45,35.3,13.4,15,66,2,12,19,3,1.41,16,14,+2,+0.15,+0.23,11.2,13.8,-2.7,-0.20,-0.02,MF
Player,,Squad,Ag,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Po
Lovro Štubljar,SVN,Empoli,18,2004,0,,,,,0,,0,0,,7,,,,,,,,,,,,GK
Isaac Success,NGA,Udinese,27,1996,27,880,33,25.7,9.8,9,62,2,18,18,9,1.00,11,15,-4,-0.41,+0.02,12.0,11.5,+0.5,+0.05,+0.42,FW
Ibrahim Sulemana,GHA,Cagliari,20,2003,21,1339,64,39.2,14.9,16,73,8,5,33,12,0.86,16,26,-10,-0.67,+0.02,13.6,24.1,-10.6,-0.71,-0.67,MF
Tomáš Suslov,SVK,Hellas Verona,21,2002,32,2092,65,61.2,23.2,23,83,9,9,21,2,0.97,28,34,-6,-0.26,+0.22,25.2,30.0,-4.8,-0.21,+0.19,MF
Velizar-Ilia Svetozarov Iliev,BUL,Cagliari,18,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,GK
Mile Svilar,SRB,Roma,23,1999,15,1350,90,39.5,15.0,15,90,15,0,,23,1.67,24,19,+5,+0.33,-0.28,19.7,21.0,-1.3,-0.09,-0.56,GK
Karol Świderski,POL,Hellas Verona,26,1997,15,504,34,14.7,5.6,3,57,0,12,28,0,1.27,7,7,0,0.00,+0.40,5.7,6.7,-1.0,-0.18,+0.12,FW
Wojciech Szczęsny,POL,Juventus,33,1990,35,3150,90,92.1,35.0,35,90,35,0,,1,1.83,49,30,+19,+0.54,-0.79,50.2,28.6,+21.6,+0.62,-0.36,GK
Przemysław Szymiński,POL,Frosinone,29,1994,1,9,9,0.3,0.1,0,,0,1,9,1,3.00,0,0,0,0.00,+0.66,0.0,0.3,-0.3,-3.12,-2.81,MF
Adrien Tameze,CMR,Torino,29,1994,29,2146,74,62.7,23.8,25,81,14,4,30,3,1.38,22,22,0,0.00,0.00,25.1,23.6,+1.5,+0.06,+0.15,DF
Elayis Tavsan,NED,Hellas Verona,22,2001,3,50,17,1.5,0.6,0,,0,3,17,13,0.67,0,1,-1,-1.80,-1.48,0.6,1.2,-0.6,-1.11,-0.84,MF
Loum Tchaouna,FRA,Salernitana,19,2003,33,2100,64,61.4,23.3,23,81,14,10,23,2,0.33,25,53,-28,-1.20,+0.23,19.6,46.8,-27.3,-1.17,-0.02,FW
Jackson Tchatchoua,CMR,Hellas Verona,21,2001,26,1725,66,50.4,19.2,19,84,13,7,19,7,1.04,25,26,-1,-0.05,+0.58,23.8,23.1,+0.7,+0.04,+0.64,DF
Filippo Terracciano,ITA,Hellas Verona,20,2003,18,1296,72,37.9,14.4,14,85,10,4,28,0,0.78,12,17,-5,-0.35,-0.01,13.0,18.4,-5.4,-0.37,-0.15,DF
Filippo Terracciano,ITA,Milan,20,2003,3,76,25,2.2,0.8,1,64,0,2,6,16,1.33,1,4,-3,-3.55,-4.36,1.5,1.6,-0.2,-0.22,-0.79,DF
Pietro Terracciano,ITA,Fiorentina,33,1990,33,2970,90,86.8,33.0,33,90,33,0,,5,1.61,50,35,+15,+0.45,+0.45,44.7,40.3,+4.3,+0.13,+0.28,GK
Florian Thauvin,FRA,Udinese,30,1993,29,1710,59,50.0,19.0,19,79,4,10,20,3,0.90,15,28,-13,-0.68,-0.53,19.1,26.5,-7.5,-0.39,-0.26,FW
Daniel Theiner,ITA,Sassuolo,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,GK
Malick Thiaw,GER,Milan,21,2001,21,1619,77,47.3,18.0,19,84,15,2,10,3,1.81,31,24,+7,+0.39,-0.61,27.4,20.5,+6.9,+0.38,-0.31,DF
Morten Thorsby,NOR,Genoa,27,1996,24,1157,48,33.8,12.9,9,84,7,15,27,12,1.46,18,20,-2,-0.16,-0.24,11.4,17.1,-5.8,-0.45,-0.40,MF
Kristian Thorstvedt,NOR,Sassuolo,24,1999,34,2397,71,70.1,26.6,30,76,10,4,32,3,0.68,32,53,-21,-0.79,+0.18,29.3,39.2,-9.8,-0.37,+0.68,MF
Marcus Thuram,FRA,Inter,25,1997,35,2687,77,78.6,29.9,34,78,13,1,26,1,2.51,69,19,+50,+1.67,-0.41,60.1,24.7,+35.4,+1.18,-0.26,FW
Antonio Tikvić,CRO,Udinese,19,2004,1,1,1,0.0,0.0,0,,0,1,1,33,1.00,0,0,0,0.00,+0.42,0.0,0.1,-0.1,-6.96,-6.70,DF
Jeremy Toljan,GER,Sassuolo,28,1994,25,2083,83,60.9,23.1,24,86,21,1,16,4,1.00,31,40,-9,-0.39,+1.16,28.3,36.8,-8.4,-0.36,+0.53,DF
Rafael Tolói,ITA,Atalanta,32,1990,18,965,54,28.2,10.7,10,82,6,8,18,8,1.89,21,12,+9,+0.84,+0.07,14.2,11.6,+2.5,+0.24,-0.28,DF
Player,,Squad,Ag,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Po
Fikayo Tomori,ENG,Milan,25,1997,26,2121,82,62.0,23.6,24,86,19,2,28,1,2.04,51,27,+24,+1.02,+0.81,43.1,27.1,+16.0,+0.68,+0.35,DF
Giacomo Toniolo,ITA,Hellas Verona,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,GK
Lorenzo Torriani,ITA,Milan,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,GK
Ahmed Touba,ALG,Lecce,25,1998,6,277,46,8.1,3.1,3,79,2,3,14,25,0.67,1,7,-6,-1.95,-1.49,3.2,4.7,-1.5,-0.48,-0.23,DF
Chaka Traorè,CIV,Milan,18,2004,2,20,10,0.6,0.2,0,,0,2,10,7,3.00,1,1,0,0.00,-0.71,0.1,0.1,-0.1,-0.30,-0.86,FW
Stefano Turati,ITA,Frosinone,21,2001,31,2745,89,80.3,30.5,31,89,30,0,,2,0.87,37,58,-21,-0.69,-0.16,37.8,48.0,-10.2,-0.34,-0.10,GK
Kacper Urbanski,POL,Bologna,18,2004,22,926,42,27.1,10.3,9,72,2,13,21,16,1.91,15,10,+5,+0.49,-0.13,14.6,11.4,+3.2,+0.31,+0.04,MF
Emanuele Valeri,ITA,Frosinone,24,1998,16,1178,74,34.4,13.1,14,82,12,2,13,0,0.75,11,22,-11,-0.84,-0.28,15.4,18.4,-3.0,-0.23,+0.13,DF
Tommaso Vannucchi,ITA,Fiorentina,16,2007,0,,,,,0,,0,0,,17,,,,,,,,,,,,GK
Johan Vásquez,MEX,Genoa,24,1998,37,2850,77,83.3,31.7,32,85,26,5,25,0,1.32,35,33,+2,+0.06,+0.38,28.1,35.1,-7.0,-0.22,-0.20,DF
Matías Vecino,URU,Lazio,31,1991,31,1153,37,33.7,12.8,8,78,3,23,23,5,1.68,20,15,+5,+0.39,+0.19,17.6,13.8,+3.8,+0.30,+0.27,MF
Lorenzo Venuti,ITA,Lecce,28,1995,14,364,26,10.6,4.0,3,74,1,11,13,23,0.93,2,12,-10,-2.47,-2.12,4.6,6.9,-2.3,-0.56,-0.33,DF
Simone Verdi,ITA,Torino,31,1992,1,4,4,0.1,0.0,0,,0,1,4,0,1.00,0,0,0,0.00,0.00,0.2,0.0,+0.2,+3.63,+3.63,FW
Filippo Vertua,ITA,Empoli,17,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,GK
Emanuel Vignato,ITA,Salernitana,22,2000,9,311,35,9.1,3.5,3,69,0,6,18,7,0.44,7,6,+1,+0.29,+1.74,4.3,5.8,-1.5,-0.43,+0.81,MF
Samuele Vignato,ITA,Monza,19,2004,10,343,34,10.0,3.8,3,65,0,7,21,12,1.50,4,2,+2,+0.52,+0.93,3.7,3.7,0.0,+0.01,+0.50,MF
Matías Viña,URU,Sassuolo,25,1997,15,1014,68,29.6,11.3,13,72,3,2,41,0,1.00,16,15,+1,+0.09,+1.32,13.5,18.5,-5.0,-0.44,+0.18,DF
Rúben Vinagre,POR,Hellas Verona,24,1999,12,282,24,8.2,3.1,2,76,1,10,13,5,1.42,5,6,-1,-0.32,+0.03,4.6,4.4,+0.2,+0.06,+0.37,DF
Alessandro Vinciguerra,ITA,Cagliari,17,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,FW
Nicolas Viola,ITA,Cagliari,33,1989,26,1207,46,35.3,13.4,11,73,3,15,27,10,1.12,25,18,+7,+0.52,+1.86,18.7,16.1,+2.7,+0.20,+0.78,MF
Paolo Vismara,ITA,Atalanta,20,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,GK
Mattia Viti,ITA,Sassuolo,21,2002,15,979,65,28.6,10.9,12,74,5,3,30,13,0.87,12,22,-10,-0.92,-0.11,9.6,16.1,-6.5,-0.60,-0.04,DF
Vitinha,POR,Genoa,23,2000,9,285,32,8.3,3.2,2,83,1,7,17,1,1.00,4,4,0,0.00,0.00,3.8,4.6,-0.8,-0.25,-0.07,FW
Dušan Vlahović,SRB,Juventus,23,2000,33,2307,70,67.5,25.6,27,80,8,6,25,0,2.00,35,23,+12,+0.47,-0.42,36.4,21.9,+14.5,+0.57,-0.24,FW
Nikola Vlašić,CRO,Torino,25,1997,33,2608,79,76.3,29.0,30,82,20,3,52,0,1.24,23,29,-6,-0.21,-0.87,28.3,28.5,-0.2,-0.01,-0.05,MF
Player,,Squad,Ag,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Po
Joel Voelkerling Persson,SWE,Lecce,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,FW
Alessandro Vogliacco,ITA,Genoa,24,1998,20,1169,58,34.2,13.0,14,80,5,6,9,12,1.50,16,17,-1,-0.08,-0.12,13.3,16.2,-3.0,-0.23,-0.06,DF
Mërgim Vojvoda,KVX,Torino,28,1995,28,1379,49,40.3,15.3,15,80,8,13,14,4,1.43,14,14,0,0.00,0.00,15.8,15.2,+0.6,+0.04,+0.06,DF
Cristian Volpato,ITA,Sassuolo,19,2003,22,645,29,18.9,7.2,5,58,0,17,21,15,0.27,8,16,-8,-1.12,-0.34,10.0,11.7,-1.6,-0.23,+0.42,MF
Stefan de Vrij,NED,Inter,31,1992,25,1586,63,46.4,17.6,17,86,16,8,16,9,2.68,48,5,+43,+2.44,+1.26,37.8,12.3,+25.5,+1.45,+0.39,DF
İsak Vural,,Frosinone,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,MF
Walace,BRA,Udinese,28,1995,37,3238,88,94.7,36.0,37,88,30,0,,0,0.92,32,48,-16,-0.44,-0.44,35.6,43.9,-8.3,-0.23,+0.59,MF
Sebastian Walukiewicz,POL,Empoli,23,2000,27,2055,76,60.1,22.8,23,84,19,4,33,6,1.00,18,32,-14,-0.61,+0.11,21.8,33.8,-12.1,-0.53,-0.23,DF
Timothy Weah,USA,Juventus,23,2000,30,1258,42,36.8,14.0,12,72,3,18,22,2,1.77,24,12,+12,+0.86,+0.40,20.8,13.1,+7.7,+0.55,-0.15,DF
Shon Weissman,ISR,Salernitana,27,1996,11,494,45,14.4,5.5,5,64,0,6,29,4,0.18,5,14,-9,-1.64,-0.41,4.2,13.0,-8.7,-1.59,-0.50,FW
Mateusz Wieteska,POL,Cagliari,26,1997,19,965,51,28.2,10.7,10,84,7,9,14,16,0.84,8,20,-12,-1.12,-0.61,10.4,17.9,-7.4,-0.69,-0.54,DF
Kenan Yıldız,TUR,Juventus,18,2005,27,952,35,27.8,10.6,9,68,0,18,19,9,1.67,20,7,+13,+1.23,+0.86,14.7,7.2,+7.5,+0.70,+0.08,FW
Mattia Zaccagni,ITA,Lazio,28,1995,28,1956,70,57.2,21.7,24,75,3,4,37,0,1.57,27,21,+6,+0.28,+0.03,27.1,26.5,+0.6,+0.03,-0.21,FW
Nicola Zalewski,POL,Roma,21,2002,22,968,44,28.3,10.8,10,70,1,12,22,15,1.41,13,12,+1,+0.09,-0.57,12.6,15.0,-2.4,-0.23,-0.67,DF
Andre-Frank Zambo Anguissa,CMR,Napoli,27,1995,34,2786,82,81.5,31.0,32,85,24,2,30,0,1.35,43,36,+7,+0.23,+0.23,50.4,29.8,+20.6,+0.67,+0.33,MF
Alessandro Zanoli,ITA,Salernitana,22,2000,17,921,54,26.9,10.2,10,77,3,7,22,1,0.29,9,20,-11,-1.07,+0.29,8.2,20.0,-11.9,-1.16,0.00,DF
Alessandro Zanoli,ITA,Napoli,22,2000,4,52,13,1.5,0.6,0,,0,4,13,15,1.75,0,0,0,0.00,-0.19,1.3,0.7,+0.5,+0.94,+0.33,DF
Duván Zapata,COL,Torino,32,1991,35,2880,82,84.2,32.0,34,84,21,1,27,0,1.49,31,26,+5,+0.16,+0.99,33.4,27.2,+6.2,+0.19,+1.18,FW
Duván Zapata,COL,Atalanta,32,1991,2,112,56,3.3,1.2,2,56,0,0,,0,1.50,1,2,-1,-0.80,-1.65,1.4,0.8,+0.6,+0.48,+0.04,FW
Gabriele Zappa,ITA,Cagliari,23,1999,38,2561,67,74.9,28.5,25,85,18,13,34,0,0.95,38,53,-15,-0.53,+0.63,33.6,39.9,-6.3,-0.22,+0.33,DF
Davide Zappacosta,ITA,Atalanta,31,1992,31,1867,60,54.6,20.7,23,71,6,8,29,5,1.81,36,21,+15,+0.72,-0.15,32.1,21.0,+11.2,+0.54,+0.22,DF
Oier Zarraga,ESP,Udinese,24,1999,15,404,27,11.8,4.5,4,74,2,11,10,23,1.07,6,10,-4,-0.89,-0.53,4.1,8.9,-4.8,-1.08,-0.92,MF
Karim Zedadka,FRA,Napoli,23,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,DF
Jordan Zemura,ZIM,Udinese,23,1999,27,1038,38,30.4,11.5,10,73,0,17,18,7,0.93,11,17,-6,-0.52,-0.14,12.5,16.5,-4.0,-0.35,-0.12,DF
Alessio Zerbin,ITA,Monza,24,1999,13,684,53,20.0,7.6,7,75,2,6,27,4,0.85,4,5,-1,-0.13,+0.23,6.5,10.8,-4.2,-0.56,-0.14,DF
Player,,Squad,Ag,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Po
Alessio Zerbin,ITA,Napoli,24,1999,7,150,21,4.4,1.7,1,70,0,6,13,13,1.14,1,2,-1,-0.60,-0.82,3.3,3.0,+0.3,+0.16,-0.47,FW
Kevin Zeroli,ITA,Milan,18,2005,3,28,9,0.8,0.3,0,,0,3,9,11,2.33,0,0,0,0.00,-0.72,0.3,0.8,-0.5,-1.76,-2.32,MF
Piotr Zieliński,POL,Napoli,29,1994,28,1924,69,56.3,21.4,23,78,4,5,28,2,1.36,29,25,+4,+0.19,+0.01,33.9,21.4,+12.6,+0.59,-0.04,MF
David Zima,CZE,Torino,22,2000,5,91,18,2.7,1.0,0,,0,5,18,12,1.80,1,0,+1,+0.99,+1.02,2.6,0.6,+2.0,+2.01,+2.05,DF
Joshua Zirkzee,NED,Bologna,22,2001,34,2759,81,80.7,30.7,32,84,15,2,30,0,1.88,44,25,+19,+0.62,+0.21,37.6,29.8,+7.8,+0.25,-0.16,FW
Nadir Zortea,ITA,Frosinone,24,1999,14,1258,90,36.8,14.0,14,90,12,0,,0,1.07,15,18,-3,-0.21,+0.70,19.2,18.8,+0.3,+0.02,+0.54,DF
Nadir Zortea,ITA,Atalanta,24,1999,5,149,30,4.4,1.7,0,,0,5,30,14,1.40,4,1,+3,+1.81,+1.07,2.2,1.8,+0.5,+0.28,-0.17,DF
Bor Žunec,SVN,Udinese,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,MF
Szymon Żurkowski,POL,Empoli,25,1997,13,868,67,25.4,9.6,10,79,3,3,25,5,1.23,9,8,+1,+0.10,+1.02,6.4,10.0,-3.6,-0.37,+0.09,MF
Milan Đurić,BIH,Hellas Verona,33,1990,20,1204,60,35.2,13.4,13,79,4,7,25,0,0.85,15,21,-6,-0.45,-0.16,13.3,16.9,-3.7,-0.28,+0.01,FW
Milan Đurić,BIH,Monza,33,1990,17,1257,74,36.8,14.0,13,86,9,4,35,0,1.18,14,20,-6,-0.43,-0.18,14.6,21.2,-6.7,-0.48,-0.06,FW
Mateusz Łęgowski,POL,Salernitana,20,2003,29,1145,39,33.5,12.7,10,74,4,19,21,9,0.52,9,31,-22,-1.73,-0.66,10.1,23.7,-13.6,-1.07,+0.14,MF
