Sett.,Giorno,Data,Ora,Casa,xG,Punteggio,xG,Ospiti,Spettatori,Stadio,Arbitro,Report partita,Note
26,Dom,07-03-2021,15:00,Crotone,2.1,4–2,1.4,Torino,,Stadio Ezio Scida,Marco Guida,Report partita,
26,Dom,07-03-2021,15:00,Hellas Verona,0.7,0–2,0.7,Milan,,Stadio Marc'Antonio Bentegodi,Daniele Orsato,Report partita,
26,Dom,07-03-2021,18:00,Sampdoria,0.8,2–2,0.8,Cagliari,,Stadio Comunale Luigi Ferraris,Piero Giacomelli,Report partita,
26,Dom,07-03-2021,20:45,Napoli,1.4,3–1,0.9,Bologna,,Stadio San Paolo,Daniele Chiffi,Report partita,
26,Lun,08-03-2021,20:45,Inter,0.3,1–0,0.9,Atalanta,,Stadio Giuseppe Meazza,Maurizio Mariani,Report partita,
,,,,,,,,,,,,,
27,Ven,12-03-2021,15:00,Lazio,2.2,3–2,1.2,Crotone,,Stadio Olimpico,Antonio Rapuano,Report partita,
27,Ven,12-03-2021,20:45,Atalanta,1.9,3–1,1.1,Spezia,,Stadio Atleti Azzurri d'Italia,Valerio Marini,Report partita,
27,Sab,13-03-2021,15:00,Sassuolo,1.4,3–2,1.1,Hellas Verona,,Stadio Città del Tricolore,Alessandro Prontera,Report partita,
27,Sab,13-03-2021,18:00,Benevento,1.5,1–4,2.0,Fiorentina,,Stadio Ciro Vigorito,Piero Giacomelli,Report partita,
27,Sab,13-03-2021,20:45,Genoa,1.0,1–1,1.5,Udinese,,Stadio Comunale Luigi Ferraris,Giacomo Camplone,Report partita,
27,Dom,14-03-2021,12:30,Bologna,1.9,3–1,2.0,Sampdoria,,Stadio Renato Dall'Ara,Massimiliano Irrati,Report partita,
27,Dom,14-03-2021,15:00,Parma,1.7,2–0,1.9,Roma,,Stadio Ennio Tardini,Marco Piccinini,Report partita,
27,Dom,14-03-2021,15:00,Torino,0.9,1–2,1.9,Inter,,Stadio Olimpico di Torino,Paolo Valeri,Report partita,
27,Dom,14-03-2021,18:00,Cagliari,0.7,1–3,2.3,Juventus,,Sardegna Arena,Giampaolo Calvarese,Report partita,
27,Dom,14-03-2021,20:45,Milan,1.0,0–1,1.3,Napoli,,Stadio Giuseppe Meazza,Fabrizio Pasqua,Report partita,
,,,,,,,,,,,,,
24,Mer,17-03-2021,15:00,Torino,2.3,3–2,1.0,Sassuolo,,Stadio Olimpico di Torino,Maurizio Mariani,Report partita,
,,,,,,,,,,,,,
28,Ven,19-03-2021,20:45,Parma,1.2,1–2,1.0,Genoa,,Stadio Ennio Tardini,Daniele Doveri,Report partita,
28,Sab,20-03-2021,15:00,Crotone,1.8,2–3,3.2,Bologna,,Stadio Ezio Scida,Francesco Fourneau,Report partita,
28,Sab,20-03-2021,18:00,Spezia,1.0,2–1,2.5,Cagliari,,Stadio Dino Manuzzi,Maurizio Mariani,Report partita,
28,Dom,21-03-2021,12:30,Hellas Verona,0.2,0–2,2.1,Atalanta,,Stadio Marc'Antonio Bentegodi,Luca Pairetto,Report partita,
28,Dom,21-03-2021,15:00,Sampdoria,1.1,1–0,0.5,Torino,,Stadio Comunale Luigi Ferraris,Daniele Orsato,Report partita,
28,Dom,21-03-2021,15:00,Udinese,1.4,0–1,1.1,Lazio,,Dacia Arena,Fabio Maresca,Report partita,
28,Dom,21-03-2021,15:00,Juventus,1.8,0–1,0.3,Benevento,,Allianz Stadium,Rosario Abisso,Report partita,
28,Dom,21-03-2021,18:00,Fiorentina,0.2,2–3,1.7,Milan,,Stadio Artemio Franchi,Marco Guida,Report partita,
28,Dom,21-03-2021,20:45,Roma,0.5,0–2,1.0,Napoli,,Stadio Olimpico,Marco Di Bello,Report partita,
,,,,,,,,,,,,,
29,Sab,03-04-2021,12:30,Milan,1.2,1–1,0.7,Sampdoria,,Stadio Giuseppe Meazza,Marco Piccinini,Report partita,
29,Sab,03-04-2021,15:00,Sassuolo,3.2,2–2,2.1,Roma,,Stadio Città del Tricolore,Luca Pairetto,Report partita,
29,Sab,03-04-2021,15:00,Genoa,0.7,1–1,0.7,Fiorentina,,Stadio Comunale Luigi Ferraris,Fabio Maresca,Report partita,
29,Sab,03-04-2021,15:00,Benevento,1.0,2–2,1.8,Parma,,Stadio Ciro Vigorito,Davide Massa,Report partita,
29,Sab,03-04-2021,15:00,Cagliari,2.0,0–2,1.2,Hellas Verona,,Sardegna Arena,Daniele Doveri,Report partita,
29,Sab,03-04-2021,15:00,Lazio,2.1,2–1,0.7,Spezia,,Stadio Olimpico,Antonio Giua,Report partita,
29,Sab,03-04-2021,15:00,Atalanta,2.8,3–2,0.7,Udinese,,Stadio Atleti Azzurri d'Italia,Gianluca Manganiello,Report partita,
29,Sab,03-04-2021,15:00,Napoli,2.8,4–3,1.2,Crotone,,Stadio San Paolo,Antonio Di Martino,Report partita,
29,Sab,03-04-2021,18:00,Torino,0.8,2–2,2.3,Juventus,,Stadio Olimpico di Torino,Michael Fabbri,Report partita,
29,Sab,03-04-2021,20:45,Bologna,0.8,0–1,1.6,Inter,,Stadio Renato Dall'Ara,Piero Giacomelli,Report partita,
,,,,,,,,,,,,,
3,Mer,07-04-2021,18:45,Juventus,1.4,2–1,1.5,Napoli,,Allianz Stadium,Maurizio Mariani,Report partita,
,,,,,,,,,,,,,
28,Mer,07-04-2021,18:45,Inter,1.0,2–1,0.7,Sassuolo,,Stadio Giuseppe Meazza,Massimiliano Irrati,Report partita,
,,,,,,,,,,,,,
30,Sab,10-04-2021,15:00,Spezia,1.5,3–2,1.7,Crotone,,Stadio Dino Manuzzi,Simone Sozza,Report partita,
30,Sab,10-04-2021,18:00,Parma,1.1,1–3,1.2,Milan,,Stadio Ennio Tardini,Fabio Maresca,Report partita,
30,Sab,10-04-2021,20:45,Udinese,1.5,0–1,1.5,Torino,,Dacia Arena,Daniele Doveri,Report partita,
30,Dom,11-04-2021,12:30,Inter,1.3,1–0,0.5,Cagliari,,Stadio Giuseppe Meazza,Luca Pairetto,Report partita,
30,Dom,11-04-2021,15:00,Juventus,2.3,3–1,1.1,Genoa,,Allianz Stadium,Marco Di Bello,Report partita,
30,Dom,11-04-2021,15:00,Sampdoria,1.0,0–2,1.9,Napoli,,Stadio Comunale Luigi Ferraris,Paolo Valeri,Report partita,
30,Dom,11-04-2021,15:00,Hellas Verona,0.2,0–1,0.7,Lazio,,Stadio Marc'Antonio Bentegodi,Daniele Chiffi,Report partita,
30,Dom,11-04-2021,18:00,Roma,1.6,1–0,1.4,Bologna,,Stadio Olimpico,Marco Guida,Report partita,
30,Dom,11-04-2021,20:45,Fiorentina,1.3,2–3,2.5,Atalanta,,Stadio Artemio Franchi,Juan Sacchi,Report partita,
30,Lun,12-04-2021,20:45,Benevento,0.7,0–1,1.8,Sassuolo,,Stadio Ciro Vigorito,Valerio Marini,Report partita,
,,,,,,,,,,,,,
31,Sab,17-04-2021,15:00,Sampdoria,1.8,3–1,1.5,Hellas Verona,,Stadio Comunale Luigi Ferraris,Federico Dionisi,Report partita,
31,Sab,17-04-2021,15:00,Crotone,1.2,1–2,0.9,Udinese,,Stadio Ezio Scida,Luca Massimi,Report partita,
31,Sab,17-04-2021,18:00,Sassuolo,2.1,3–1,0.7,Fiorentina,,Stadio Città del Tricolore,Gianluca Aureliano,Report partita,
31,Sab,17-04-2021,20:45,Cagliari,1.6,4–3,1.3,Parma,,Sardegna Arena,Paolo Valeri,Report partita,
31,Dom,18-04-2021,12:30,Milan,1.2,2–1,1.0,Genoa,,Stadio Giuseppe Meazza,Giampaolo Calvarese,Report partita,
31,Dom,18-04-2021,15:00,Bologna,3.5,4–1,0.6,Spezia,,Stadio Renato Dall'Ara,Marco Piccinini,Report partita,
31,Dom,18-04-2021,15:00,Lazio,3.7,5–3,1.6,Benevento,,Stadio Olimpico,Davide Ghersini,Report partita,
31,Dom,18-04-2021,15:00,Atalanta,0.7,1–0,1.2,Juventus,,Stadio Atleti Azzurri d'Italia,Daniele Orsato,Report partita,
31,Dom,18-04-2021,18:00,Torino,3.7,3–1,1.5,Roma,,Stadio Olimpico di Torino,Davide Massa,Report partita,
31,Dom,18-04-2021,20:45,Napoli,0.7,1–1,0.9,Inter,,Stadio San Paolo,Daniele Doveri,Report partita,
,,,,,,,,,,,,,
32,Mar,20-04-2021,20:45,Hellas Verona,0.8,1–2,1.2,Fiorentina,,Stadio Marc'Antonio Bentegodi,Alessandro Prontera,Report partita,
32,Mer,21-04-2021,18:30,Milan,1.3,1–2,1.9,Sassuolo,,Stadio Giuseppe Meazza,Juan Sacchi,Report partita,
32,Mer,21-04-2021,20:45,Bologna,0.4,1–1,2.0,Torino,,Stadio Renato Dall'Ara,Valerio Marini,Report partita,
32,Mer,21-04-2021,20:45,Spezia,0.0,1–1,2.5,Inter,,Stadio Dino Manuzzi,Daniele Chiffi,Report partita,
32,Mer,21-04-2021,20:45,Udinese,0.9,0–1,1.6,Cagliari,,Dacia Arena,Marco Guida,Report partita,
32,Mer,21-04-2021,20:45,Genoa,1.2,2–2,1.0,Benevento,,Stadio Comunale Luigi Ferraris,Luca Pairetto,Report partita,
32,Mer,21-04-2021,20:45,Juventus,2.1,3–1,1.1,Parma,,Allianz Stadium,Piero Giacomelli,Report partita,
32,Mer,21-04-2021,20:45,Crotone,0.7,0–1,1.9,Sampdoria,,Stadio Ezio Scida,Daniele Paterna,Report partita,
32,Gio,22-04-2021,18:30,Roma,1.0,1–1,2.8,Atalanta,,Stadio Olimpico,Giampaolo Calvarese,Report partita,
32,Gio,22-04-2021,20:45,Napoli,1.5,5–2,1.7,Lazio,,Stadio San Paolo,Marco Di Bello,Report partita,
,,,,,,,,,,,,,
33,Sab,24-04-2021,15:00,Genoa,1.7,2–0,0.6,Spezia,,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Report partita,
33,Sab,24-04-2021,18:00,Parma,1.7,3–4,2.6,Crotone,,Stadio Ennio Tardini,Antonio Rapuano,Report partita,
33,Sab,24-04-2021,20:45,Sassuolo,1.4,1–0,1.5,Sampdoria,,Stadio Città del Tricolore,Matteo Gariglio,Report partita,
33,Dom,25-04-2021,12:30,Benevento,2.7,2–4,1.1,Udinese,,Stadio Ciro Vigorito,Maurizio Mariani,Report partita,
33,Dom,25-04-2021,15:00,Inter,1.1,1–0,1.0,Hellas Verona,,Stadio Giuseppe Meazza,Rosario Abisso,Report partita,
33,Dom,25-04-2021,15:00,Fiorentina,1.3,1–1,1.1,Juventus,,Stadio Artemio Franchi,Davide Massa,Report partita,
33,Dom,25-04-2021,18:00,Cagliari,1.1,3–2,1.7,Roma,,Sardegna Arena,Massimiliano Irrati,Report partita,
33,Dom,25-04-2021,20:45,Atalanta,4.2,5–0,0.8,Bologna,,Stadio Atleti Azzurri d'Italia,Michael Fabbri,Report partita,
33,Lun,26-04-2021,18:30,Torino,0.9,0–2,2.6,Napoli,,Stadio Olimpico di Torino,Paolo Valeri,Report partita,
33,Lun,26-04-2021,20:45,Lazio,1.9,3–0,1.5,Milan,,Stadio Olimpico,Daniele Orsato,Report partita,
,,,,,,,,,,,,,
34,Sab,01-05-2021,15:00,Hellas Verona,1.3,1–1,0.8,Spezia,,Stadio Marc'Antonio Bentegodi,Manuel Volpi,Report partita,
34,Sab,01-05-2021,18:00,Crotone,0.5,0–2,2.0,Inter,,Stadio Ezio Scida,Alessandro Prontera,Report partita,
34,Sab,01-05-2021,20:45,Milan,2.9,2–0,0.8,Benevento,,Stadio Giuseppe Meazza,Giampaolo Calvarese,Report partita,
34,Dom,02-05-2021,12:30,Lazio,2.9,4–3,1.4,Genoa,,Stadio Olimpico,Piero Giacomelli,Report partita,
34,Dom,02-05-2021,15:00,Napoli,2.1,1–1,1.4,Cagliari,,Stadio San Paolo,Michael Fabbri,Report partita,
34,Dom,02-05-2021,15:00,Bologna,1.9,3–3,2.1,Fiorentina,,Stadio Renato Dall'Ara,Federico Dionisi,Report partita,
34,Dom,02-05-2021,15:00,Sassuolo,1.3,1–1,1.5,Atalanta,,Stadio Città del Tricolore,Luca Pairetto,Report partita,
34,Dom,02-05-2021,18:00,Udinese,0.4,1–2,1.8,Juventus,,Dacia Arena,Daniele Chiffi,Report partita,
34,Dom,02-05-2021,20:45,Sampdoria,1.4,2–0,1.5,Roma,,Stadio Comunale Luigi Ferraris,Juan Sacchi,Report partita,
34,Lun,03-05-2021,20:45,Torino,1.7,1–0,0.4,Parma,,Stadio Olimpico di Torino,Gianluca Aureliano,Report partita,
,,,,,,,,,,,,,
35,Sab,08-05-2021,15:00,Spezia,1.0,1–4,2.3,Napoli,,Stadio Dino Manuzzi,Massimiliano Irrati,Report partita,
35,Sab,08-05-2021,15:00,Udinese,0.5,1–1,2.0,Bologna,,Dacia Arena,Alberto Santoro,Report partita,
35,Sab,08-05-2021,18:00,Inter,2.0,5–1,1.3,Sampdoria,,Stadio Giuseppe Meazza,Giovanni Ayroldi,Report partita,
35,Sab,08-05-2021,20:45,Fiorentina,1.9,2–0,1.1,Lazio,,Stadio Artemio Franchi,Fabio Maresca,Report partita,
35,Dom,09-05-2021,12:30,Genoa,0.8,1–2,1.6,Sassuolo,,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Report partita,
35,Dom,09-05-2021,15:00,Parma,1.5,2–5,4.1,Atalanta,,Stadio Ennio Tardini,Antonio Giua,Report partita,
35,Dom,09-05-2021,15:00,Benevento,1.1,1–3,1.7,Cagliari,,Stadio Ciro Vigorito,Daniele Doveri,Report partita,
35,Dom,09-05-2021,15:00,Hellas Verona,1.8,1–1,0.6,Torino,,Stadio Marc'Antonio Bentegodi,Davide Massa,Report partita,
35,Dom,09-05-2021,18:00,Roma,2.1,5–0,0.5,Crotone,,Stadio Olimpico,Simone Sozza,Report partita,
35,Dom,09-05-2021,20:45,Juventus,1.0,0–3,1.2,Milan,,Allianz Stadium,Paolo Valeri,Report partita,
,,,,,,,,,,,,,
36,Mar,11-05-2021,20:45,Napoli,3.6,5–1,0.1,Udinese,,Stadio San Paolo,Giampaolo Calvarese,Report partita,
36,Mer,12-05-2021,18:30,Cagliari,0.4,0–0,0.1,Fiorentina,,Sardegna Arena,Maurizio Mariani,Report partita,
36,Mer,12-05-2021,20:45,Sassuolo,2.4,1–3,1.4,Juventus,,Stadio Città del Tricolore,Piero Giacomelli,Report partita,
36,Mer,12-05-2021,20:45,Sampdoria,1.8,2–2,2.7,Spezia,,Stadio Comunale Luigi Ferraris,Fabio Maresca,Report partita,
36,Mer,12-05-2021,20:45,Bologna,2.2,0–2,1.8,Genoa,,Stadio Renato Dall'Ara,Francesco Fourneau,Report partita,
36,Mer,12-05-2021,20:45,Inter,2.9,3–1,1.5,Roma,,Stadio Giuseppe Meazza,Daniele Chiffi,Report partita,
36,Mer,12-05-2021,20:45,Lazio,1.7,1–0,0.6,Parma,,Stadio Olimpico,Federico Dionisi,Report partita,
36,Mer,12-05-2021,20:45,Torino,1.1,0–7,3.9,Milan,,Stadio Olimpico di Torino,Marco Guida,Report partita,
36,Mer,12-05-2021,20:45,Atalanta,1.8,2–0,0.3,Benevento,,Stadio Atleti Azzurri d'Italia,Davide Massa,Report partita,
36,Gio,13-05-2021,20:45,Crotone,0.6,2–1,0.7,Hellas Verona,,Stadio Ezio Scida,Luca Massimi,Report partita,
,,,,,,,,,,,,,
37,Sab,15-05-2021,15:00,Spezia,2.5,4–1,1.0,Torino,,Stadio Dino Manuzzi,Daniele Orsato,Report partita,
37,Sab,15-05-2021,15:00,Genoa,2.0,3–4,2.3,Atalanta,,Stadio Comunale Luigi Ferraris,Livio Marinelli,Report partita,
37,Sab,15-05-2021,18:00,Juventus,2.5,3–2,1.3,Inter,,Allianz Stadium,Giampaolo Calvarese,Report partita,
37,Sab,15-05-2021,20:45,Roma,0.9,2–0,0.9,Lazio,,Stadio Olimpico,Luca Pairetto,Report partita,
37,Dom,16-05-2021,12:30,Fiorentina,0.5,0–2,1.9,Napoli,,Stadio Artemio Franchi,Rosario Abisso,Report partita,
37,Dom,16-05-2021,15:00,Udinese,0.5,0–1,1.9,Sampdoria,,Dacia Arena,Matteo Gariglio,Report partita,
37,Dom,16-05-2021,15:00,Benevento,2.1,1–1,1.0,Crotone,,Stadio Ciro Vigorito,Piero Giacomelli,Report partita,
37,Dom,16-05-2021,18:00,Parma,1.2,1–3,2.1,Sassuolo,,Stadio Ennio Tardini,Marco Piccinini,Report partita,
37,Dom,16-05-2021,20:45,Milan,1.4,0–0,0.5,Cagliari,,Stadio Giuseppe Meazza,Davide Massa,Report partita,
37,Lun,17-05-2021,20:45,Hellas Verona,1.1,2–2,1.9,Bologna,,Stadio Marc'Antonio Bentegodi,Matteo Marchetti,Report partita,
,,,,,,,,,,,,,
25,Mar,18-05-2021,20:30,Lazio,2.5,0–0,0.4,Torino,,Stadio Olimpico,Michael Fabbri,Report partita,
,,,,,,,,,,,,,
38,Sab,22-05-2021,20:45,Cagliari,1.7,0–1,1.5,Genoa,,Sardegna Arena,Francesco Meraviglia,Report partita,
38,Sab,22-05-2021,20:45,Crotone,1.4,0–0,0.6,Fiorentina,,Stadio Ezio Scida,Eugenio Abbattista,Report partita,
38,Sab,22-05-2021,20:45,Sampdoria,1.3,3–0,0.8,Parma,,Stadio Comunale Luigi Ferraris,Daniele Paterna,Report partita,
38,Dom,23-05-2021,15:00,Inter,2.7,5–1,1.1,Udinese,1.000,Stadio Giuseppe Meazza,Manuel Volpi,Report partita,
38,Dom,23-05-2021,20:45,Spezia,2.3,2–2,1.7,Roma,,Stadio Dino Manuzzi,Ivan Pezzuto,Report partita,
38,Dom,23-05-2021,20:45,Sassuolo,1.7,2–0,1.2,Lazio,,Stadio Città del Tricolore,Alessandro Prontera,Report partita,
38,Dom,23-05-2021,20:45,Atalanta,0.5,0–2,1.9,Milan,,Stadio Atleti Azzurri d'Italia,Maurizio Mariani,Report partita,
38,Dom,23-05-2021,20:45,Torino,1.9,1–1,0.6,Benevento,,Stadio Olimpico di Torino,Marco Di Bello,Report partita,
38,Dom,23-05-2021,20:45,Bologna,1.4,1–4,3.7,Juventus,,Stadio Renato Dall'Ara,Paolo Valeri,Report partita,
38,Dom,23-05-2021,20:45,Napoli,1.2,1–1,1.1,Hellas Verona,,Stadio San Paolo,Daniele Chiffi,Report partita,